Timestamp,UID,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
01-01-24 13:15,160,L47339,1,298.4,308.2,1471,47,214,0,0,0,0,0,0
01-01-24 13:20,161,L47340,1,298.4,308.2,1282,60.7,216,1,0,0,0,1,0
01-01-24 13:25,162,L47341,1,298.3,308.1,1412,52.3,218,1,0,0,0,1,0
01-01-24 13:30,163,L47342,1,298.3,308.1,1586,35.5,0,0,0,0,0,0,0
01-01-24 13:35,164,M15023,2,298.4,308.2,1468,43.8,2,0,0,0,0,0,0
01-01-24 13:40,165,M15024,2,298.5,308.3,1440,43.6,5,0,0,0,0,0,0
01-01-24 13:45,166,L47345,1,298.5,308.4,1733,26,8,0,0,0,0,0,0
01-01-24 13:50,167,H29580,3,298.4,308.2,1612,32.6,10,0,0,0,0,0,0
01-01-24 13:55,168,H29581,3,298.4,308.3,1458,42.9,15,0,0,0,0,0,0
01-01-24 14:00,169,L47348,1,298.4,308.3,1433,62.3,20,1,0,0,1,0,0
01-01-24 14:05,170,L47349,1,298.4,308.3,1318,59.1,22,0,0,0,0,0,0
01-01-24 14:10,171,M15030,2,298.4,308.2,1610,35,24,0,0,0,0,0,0
01-01-24 14:15,172,L47351,1,298.2,308.1,1462,50.8,27,0,0,0,0,0,0
01-01-24 14:20,173,M15032,2,298.1,308,1924,20.8,29,0,0,0,0,0,0
01-01-24 14:25,174,M15033,2,298.2,308,1591,33.7,32,0,0,0,0,0,0
01-01-24 14:30,175,L47354,1,298.2,308.1,1306,58.3,35,0,0,0,0,0,0
01-01-24 14:35,176,L47355,1,298.2,308.1,1382,43.5,37,0,0,0,0,0,0
01-01-24 14:40,177,L47356,1,298.2,308.1,1618,34.7,39,0,0,0,0,0,0
01-01-24 14:45,178,L47357,1,298.2,308.2,1988,21.4,41,0,0,0,0,0,0
01-01-24 14:50,179,L47358,1,298.2,308.2,1436,50.2,43,0,0,0,0,0,0
01-01-24 14:55,180,L47359,1,298.2,308.3,1304,49.8,45,0,0,0,0,0,0
01-01-24 15:00,181,L47360,1,298.2,308.3,1475,49.9,47,0,0,0,0,0,0
01-01-24 15:05,182,H29595,3,298.2,308.3,1824,24.2,49,0,0,0,0,0,0
01-01-24 15:10,183,M15042,2,298.1,308.2,1342,48.1,54,0,0,0,0,0,0
01-01-24 15:15,184,L47363,1,298.1,308.2,1485,40.7,57,0,0,0,0,0,0
01-01-24 15:20,185,L47364,1,298.2,308.2,1667,30.6,59,0,0,0,0,0,0
01-01-24 15:25,186,L47365,1,298.2,308.2,1446,38.2,61,0,0,0,0,0,0
01-01-24 15:30,187,L47366,1,298.1,308.3,1301,56,63,0,0,0,0,0,0
01-01-24 15:35,188,L47367,1,298.2,308.4,1379,43.1,65,0,0,0,0,0,0
01-01-24 15:40,189,L47368,1,298.3,308.5,1606,33.6,67,0,0,0,0,0,0
01-01-24 15:45,190,M15049,2,298.3,308.4,1539,43.4,69,0,0,0,0,0,0
01-01-24 15:50,191,L47370,1,298.2,308.4,1477,49.9,72,0,0,0,0,0,0
01-01-24 15:55,192,L47371,1,298.2,308.4,1666,34.6,74,0,0,0,0,0,0
01-01-24 16:00,193,H29606,3,298.2,308.4,1398,51.8,76,0,0,0,0,0,0
01-01-24 16:05,194,H29607,3,298.2,308.4,1678,34.6,81,0,0,0,0,0,0
01-01-24 16:10,195,M15054,2,298.2,308.5,2678,10.7,86,1,0,0,1,0,0
01-01-24 16:15,196,L47375,1,298.3,308.5,1453,42.9,89,0,0,0,0,0,0
01-01-24 16:20,197,H29610,3,298.3,308.6,1432,49.5,91,0,0,0,0,0,0
01-01-24 16:25,198,M15057,2,298.4,308.6,1527,40.9,96,0,0,0,0,0,0
01-01-24 16:30,199,L47378,1,298.4,308.7,1588,35,99,0,0,0,0,0,0
01-01-24 16:35,200,L47379,1,298.4,308.6,1433,47.1,101,0,0,0,0,0,0
01-01-24 16:40,201,L47380,1,298.4,308.6,1609,35,103,0,0,0,0,0,0
01-01-24 16:45,202,L47381,1,298.3,308.5,1575,41.2,105,0,0,0,0,0,0
01-01-24 16:50,203,M15062,2,298.4,308.5,1636,35.7,107,0,0,0,0,0,0
01-01-24 16:55,204,L47383,1,298.4,308.5,1490,37.9,110,0,0,0,0,0,0
01-01-24 17:00,205,L47384,1,298.4,308.5,1741,32.8,112,0,0,0,0,0,0
01-01-24 17:05,206,M15065,2,298.5,308.6,1344,53,114,0,0,0,0,0,0
01-01-24 17:10,207,L47386,1,298.5,308.7,1609,35.3,117,0,0,0,0,0,0
01-01-24 17:15,208,M15067,2,298.4,308.7,1421,60.7,119,1,0,0,1,0,0
01-01-24 17:20,209,L47388,1,298.4,308.6,1591,36.7,122,0,0,0,0,0,0
01-01-24 17:25,210,L47389,1,298.4,308.6,1477,44,124,0,0,0,0,0,0
01-01-24 17:30,211,L47390,1,298.4,308.7,1523,36.1,126,0,0,0,0,0,0
01-01-24 17:35,212,L47391,1,298.5,308.7,1575,33.9,128,0,0,0,0,0,0
01-01-24 17:40,213,H29626,3,298.4,308.7,1344,52.9,130,0,0,0,0,0,0
01-01-24 17:45,214,L47393,1,298.4,308.7,1386,44.9,135,0,0,0,0,0,0
01-01-24 17:50,215,M15074,2,298.3,308.6,1589,37.1,137,0,0,0,0,0,0
01-01-24 17:55,216,L47395,1,298.3,308.6,1548,40.3,140,0,0,0,0,0,0
01-01-24 18:00,217,L47396,1,298.3,308.6,1499,38.3,142,0,0,0,0,0,0
01-01-24 18:05,218,L47397,1,298.3,308.5,1664,31.6,144,0,0,0,0,0,0
01-01-24 18:10,219,L47398,1,298.3,308.6,1447,38.1,146,0,0,0,0,0,0
01-01-24 18:15,220,M15079,2,298.3,308.5,1434,46.2,148,0,0,0,0,0,0
01-01-24 18:20,221,L47400,1,298.3,308.5,1416,52.7,151,0,0,0,0,0,0
01-01-24 18:25,222,H29635,3,298.4,308.5,1827,24.3,153,0,0,0,0,0,0
01-01-24 18:30,223,L47402,1,298.4,308.6,1304,45,158,0,0,0,0,0,0
01-01-24 18:35,224,L47403,1,298.4,308.6,1569,34.4,160,0,0,0,0,0,0
01-01-24 18:40,225,L47404,1,298.3,308.6,1584,29.3,162,0,0,0,0,0,0
01-01-24 18:45,226,L47405,1,298.3,308.5,1362,53.8,164,0,0,0,0,0,0
01-01-24 18:50,227,L47406,1,298.3,308.4,1329,49.2,166,0,0,0,0,0,0
01-01-24 18:55,228,L47407,1,298.3,308.5,1539,36.1,168,0,0,0,0,0,0
01-01-24 19:00,229,M15088,2,298.3,308.5,1629,37.1,170,0,0,0,0,0,0
01-01-24 19:05,230,L47409,1,298.3,308.5,1538,32.2,173,0,0,0,0,0,0
01-01-24 19:10,231,L47410,1,298.3,308.6,1570,34.8,175,0,0,0,0,0,0
01-01-24 19:15,232,L47411,1,298.3,308.4,1408,43.1,177,0,0,0,0,0,0
01-01-24 19:20,233,L47412,1,298.2,308.4,1424,47.6,179,0,0,0,0,0,0
01-01-24 19:25,234,L47413,1,298.2,308.4,1512,34.9,181,0,0,0,0,0,0
01-01-24 19:30,235,L47414,1,298.2,308.4,1478,42.9,183,0,0,0,0,0,0
01-01-24 19:35,236,M15095,2,298.1,308.3,1680,33.7,185,0,0,0,0,0,0
01-01-24 19:40,237,L47416,1,298.1,308.3,1495,38.7,188,0,0,0,0,0,0
01-01-24 19:45,238,M15097,2,298,308.1,1552,36.6,190,0,0,0,0,0,0
01-01-24 19:50,239,L47418,1,297.9,308.1,1393,50.3,193,0,0,0,0,0,0
01-01-24 19:55,240,L47419,1,298,308.2,1611,30.6,195,0,0,0,0,0,0
01-01-24 20:00,241,M15100,2,298,308.1,1339,51.6,197,0,0,0,0,0,0
01-01-24 20:05,242,L47421,1,298,308.1,1777,24.3,200,0,0,0,0,0,0
01-01-24 20:10,243,L47422,1,298,308.2,1348,58.8,202,1,0,0,0,1,0
01-01-24 20:15,244,L47423,1,298,308.2,1442,44.1,204,0,0,0,0,0,0
01-01-24 20:20,245,M15104,2,298,308.2,1395,49.1,206,0,0,0,0,0,0
01-01-24 20:25,246,M15105,2,297.9,308.1,1627,31.4,209,0,0,0,0,0,0
01-01-24 20:30,247,L47426,1,297.9,308.1,1585,33.5,212,0,0,0,0,0,0
01-01-24 20:35,248,L47427,1,298,308.2,1469,45.5,214,0,0,0,0,0,0
01-01-24 20:40,249,L47428,1,298,308.3,1362,56.8,216,1,0,0,0,1,0
01-01-24 20:45,250,L47429,1,298,308.3,1405,56.2,218,1,0,0,0,1,0
01-01-24 20:50,251,L47430,1,298,308.3,1662,32.7,0,0,0,0,0,0,0
01-01-24 20:55,252,M15111,2,298,308.2,1466,42.6,2,0,0,0,0,0,0
01-01-24 21:00,253,L47432,1,298,308.2,1620,35.8,5,0,0,0,0,0,0
01-01-24 21:05,254,L47433,1,298,308.2,1357,48.2,7,0,0,0,0,0,0
01-01-24 21:10,255,L47434,1,298,308.2,1514,37.9,9,0,0,0,0,0,0
01-01-24 21:15,256,L47435,1,298,308.2,1489,40.4,11,0,0,0,0,0,0
01-01-24 21:20,257,L47436,1,298.1,308.3,1331,63,13,0,0,0,0,0,0
01-01-24 21:25,258,L47437,1,298,308,1615,29.5,15,0,0,0,0,0,0
01-01-24 21:30,259,L47438,1,298.1,308.2,1482,37.9,17,0,0,0,0,0,0
01-01-24 21:35,260,M15119,2,298.1,308.2,1420,63.9,19,1,0,0,1,0,0
01-01-24 21:40,261,M15120,2,298.2,308.3,1522,49.1,22,0,0,0,0,0,0
01-01-24 21:45,262,L47441,1,298.1,308.2,1654,32.1,25,0,0,0,0,0,0
01-01-24 21:50,263,M15122,2,298.1,308.2,1736,26.8,27,0,0,0,0,0,0
01-01-24 21:55,264,M15123,2,298,308.1,1587,32.3,30,0,0,0,0,0,0
01-01-24 22:00,265,L47444,1,298.1,308.2,1390,47.5,33,0,0,0,0,0,0
01-01-24 22:05,266,L47445,1,298,308.1,1454,37.1,35,0,0,0,0,0,0
01-01-24 22:10,267,H29680,3,298,308.1,1440,43.7,37,0,0,0,0,0,0
01-01-24 22:15,268,L47447,1,297.9,308,1954,21.1,42,0,0,0,0,0,0
01-01-24 22:20,269,H29682,3,297.9,308,1800,24.8,44,0,0,0,0,0,0
01-01-24 22:25,270,L47449,1,298,308,1524,37,49,0,0,0,0,0,0
01-01-24 22:30,271,H29684,3,298,308,1520,39.6,51,0,0,0,0,0,0
01-01-24 22:35,272,M15131,2,298.1,308.1,1452,40.8,56,0,0,0,0,0,0
01-01-24 22:40,273,L47452,1,298.1,308.1,1484,40.4,59,0,0,0,0,0,0
01-01-24 22:45,274,L47453,1,298.1,308,1426,46,61,0,0,0,0,0,0
01-01-24 22:50,275,L47454,1,298.1,308,1652,28.5,63,0,0,0,0,0,0
01-01-24 22:55,276,L47455,1,298,308,1401,54.7,65,0,0,0,0,0,0
01-01-24 23:00,277,M15136,2,298,307.9,1750,26.6,67,0,0,0,0,0,0
01-01-24 23:05,278,H29691,3,298,308,1479,50.7,70,0,0,0,0,0,0
01-01-24 23:10,279,M15138,2,298,308,1620,29.4,75,0,0,0,0,0,0
01-01-24 23:15,280,L47459,1,298,308.1,1819,23.4,78,0,0,0,0,0,0
01-01-24 23:20,281,M15140,2,298.1,308.1,1456,43.7,80,0,0,0,0,0,0
01-01-24 23:25,282,L47461,1,298.1,308,1626,36.5,83,0,0,0,0,0,0
01-01-24 23:30,283,M15142,2,298.1,308.1,1390,49.8,85,0,0,0,0,0,0
01-01-24 23:35,284,L47463,1,298.2,308.2,1469,43,88,0,0,0,0,0,0
01-01-24 23:40,285,L47464,1,298.2,308.3,2051,19.2,90,0,0,0,0,0,0
01-01-24 23:45,286,L47465,1,298.2,308.3,1568,36,92,0,0,0,0,0,0
01-01-24 23:50,287,L47466,1,298.2,308.3,1589,33.2,94,0,0,0,0,0,0
01-01-24 23:55,288,L47467,1,298.2,308.3,1805,31.6,96,0,0,0,0,0,0
02-01-24 0:00,289,H29702,3,298.2,308.4,1385,42.2,98,0,0,0,0,0,0
02-01-24 0:05,290,L47469,1,298.1,308.4,1436,46.7,103,0,0,0,0,0,0
02-01-24 0:10,291,L47470,1,298.1,308.4,1438,45.6,105,0,0,0,0,0,0
02-01-24 0:15,292,L47471,1,298,308.3,1473,42.6,107,0,0,0,0,0,0
02-01-24 0:20,293,L47472,1,298.1,308.4,1335,40.2,109,0,0,0,0,0,0
02-01-24 0:25,294,H29707,3,298.1,308.5,1392,44.8,111,0,0,0,0,0,0
02-01-24 0:30,295,M15154,2,298.1,308.5,1372,51.1,116,0,0,0,0,0,0
02-01-24 0:35,296,M15155,2,298.1,308.6,1716,30.7,119,0,0,0,0,0,0
02-01-24 0:40,297,L47476,1,298,308.5,1395,46.2,122,0,0,0,0,0,0
02-01-24 0:45,298,L47477,1,298,308.5,1713,25.3,124,0,0,0,0,0,0
